wall_time,step,mean_ep_length
1723623254,8437,1
1723623255,8445,1
1723623255,8453,1
1723623256,8469,1
1723623256,8485,1
1723623257,8505,1
1723623257,8513,1
1723623260,8573,1
1723623265,8709,1
1723623266,8725,1
1723623266,8733,1
1723623267,8753,1
1723623268,8789,1
1723623269,8821,1
1723623270,8837,1
1723623272,8877,1
1723623272,8885,1
1723623272,8893,1
1723623272,8897,1
1723623273,8913,1
1723623273,8925,1
1723623275,8957,1
1723623275,8973,1
1723623278,9029,1
1723623279,9053,1
1723623279,9073,1
1723623280,9077,1
1723623280,9085,1
1723623280,9097,1
1723623281,9105,1
1723623281,9113,1
1723623281,9117,1
1723623282,9145,1
1723623283,9157,1
1723623283,9177,1
1723623286,9253,1
1723623288,9293,1
1723623289,9317,1
1723623290,9341,1
1723623290,9357,1
1723623290,9361,1
1723623292,9405,1
1723623292,9409,1
1723623295,9469,1
1723623296,9509,1
1723623298,9545,1
1723623300,9613,1
1723623303,9685,1
1723623303,9689,1
1723623303,9697,1
1723623305,9737,1
1723623306,9753,1
1723623309,9829,1
1723623310,9873,1
1723623312,9905,1
1723623313,9929,1
1723623313,9933,1
1723623313,9941,1
1723623313,9949,1
1723623314,9969,1
1723623318,10069,1
1723623318,10073,1
1723623320,10113,1
1723623320,10121,1
1723623321,10141,1
1723623323,10197,1
1723623324,10221,1
1723623325,10249,1
1723623326,10257,1
1723623326,10265,1
1723623328,10317,1
1723623329,10333,1
1723623329,10341,1
1723623331,10393,1
1723623333,10441,1
1723623335,10489,1
1723623335,10493,1
1723623335,10497,1
1723623336,10529,1
1723623337,10553,1
1723623340,10621,1
1723623341,10645,1
1723623341,10649,1
1723623342,10681,1
1723623343,10705,1
1723623344,10729,1
1723623345,10749,1
1723623348,10841,1
1723623349,10849,1
1723623349,10869,1
1723623350,10889,1
1723623352,10941,1
1723623353,10969,1
1723623356,11029,1
1723623358,11077,1
1723623358,11089,1
1723623360,11145,1
1723623361,11149,1
1723623361,11157,1
1723623366,11285,1
1723623366,11289,1
1723623366,11293,1
1723623367,11321,1
1723623369,11365,1
1723623371,11425,1
1723623372,11437,1
1723623372,11445,1
1723623372,11449,1
1723623377,11565,1
1723623379,11613,1
1723623379,11617,1
1723623380,11653,1
1723623382,11689,1
1723623383,11713,1
1723623383,11729,1
1723623386,11797,1
1723623386,11805,1
1723623386,11809,1
1723623387,11813,1
1723623388,11857,1
1723623391,11929,1
1723623394,11997,1
1723623395,12025,1
1723623395,12029,1
1723623398,12121,1
1723623399,12141,1
1723623399,12149,1
1723623400,12157,1
1723623400,12165,1
1723623400,12173,1
1723623401,12189,1
1723623401,12193,1
1723623403,12237,1
1723623403,12249,1
1723623404,12281,1
1723623405,12293,1
1723623406,12329,1
1723623408,12389,1
1723623409,12405,1
1723623409,12413,1
1723623412,12473,1
1723623414,12525,1
1723623417,12617,1
1723623420,12677,1
1723623420,12681,1
1723623421,12709,1
1723623422,12729,1
1723623423,12749,1
1723623423,12765,1
1723623423,12773,1
1723623426,12837,1
1723623428,12881,1
1723623429,12909,1
1723623429,12913,1
1723623430,12941,1
1723623431,12953,1
1723623434,13049,1
1723623435,13061,1
1723623436,13089,1
1723623436,13101,1
1723623436,13105,1
1723623437,13113,1
1723623437,13117,1
1723623440,13197,1
1723623441,13217,1
1723623442,13253,1
1723623443,13261,1
1723623443,13269,1
1723623446,13349,1
1723623447,13381,1
1723623450,13437,1
1723623450,13441,1
1723623451,13461,1
1723623451,13481,1
1723623452,13509,1
1723623457,13625,1
1723623457,13633,1
1723623458,13641,1
1723623459,13673,1
1723623461,13741,1
1723623462,13761,1
1723623466,13849,1
1723623466,13861,1
1723623467,13881,1
1723623468,13909,1
1723623469,13925,1
1723623469,13933,1
1723623470,13957,1
1723623470,13961,1
1723623471,13985,1
1723623472,14013,1
1723623473,14037,1
1723623474,14049,1
1723623476,14117,1
1723623477,14125,1
1723623478,14165,1
1723623479,14177,1
1723623479,14185,1
1723623480,14205,1
1723623482,14269,1
1723623483,14277,1
1723623484,14301,1
1723623484,14317,1
1723623485,14325,1
1723623487,14381,1
1723623489,14449,1
1723623491,14497,1
1723623492,14525,1
1723623493,14529,1
1723623495,14601,1
1723623496,14609,1
1723623496,14617,1
1723623497,14629,1
1723623497,14641,1
1723623500,14709,1
1723623501,14753,1
1723623502,14757,1
1723623503,14781,1
1723623504,14809,1
1723623508,14929,1
1723623509,14937,1
1723623512,15033,1
1723623513,15049,1
1723623513,15053,1
1723623513,15057,1
1723623514,15081,1
1723623515,15093,1
1723623515,15101,1
1723623516,15137,1
1723623517,15165,1
1723623519,15217,1
1723623521,15249,1
1723623523,15301,1
1723623523,15309,1
1723623523,15321,1
1723623525,15369,1
1723623526,15385,1
1723623527,15405,1
1723623527,15413,1
1723623529,15453,1
1723623529,15461,1
1723623529,15469,1
1723623531,15521,1
1723623534,15585,1
1723623535,15605,1
1723623536,15633,1
1723623540,15733,1
1723623540,15737,1
1723623540,15741,1
1723623541,15769,1
1723623543,15809,1
1723623544,15841,1
1723623545,15869,1
1723623546,15885,1
1723623548,15929,1
1723623549,15953,1
1723623550,15977,1
1723623553,16065,1
1723623555,16109,1
1723623555,16129,1
1723623557,16165,1
1723623557,16169,1
1723623559,16213,1
1723623559,16217,1
1723623561,16261,1
1723623561,16273,1
1723623562,16301,1
1723623563,16313,1
1723623563,16317,1
1723623563,16321,1
1723623570,16501,1
1723623571,16521,1
1723623571,16525,1
1723623573,16565,1
1723623582,16797,1
1723623584,16857,1
1723623586,16901,1
1723623586,16905,1
1723623587,16913,1
1723623587,16921,1
1723623588,16933,1
1723623588,16937,1
1723623588,16945,1
1723623592,17037,1
1723623592,17057,1
1723623593,17069,1
1723623594,17101,1
1723623596,17145,1
1723623597,17181,1
1723623598,17193,1
1723623598,17197,1
1723623599,17233,1
1723623600,17257,1
1723623603,17321,1
1723623604,17345,1
1723623604,17361,1
1723623606,17397,1
1723623606,17405,1
1723623607,17441,1
1723623608,17457,1
1723623609,17481,1
1723623609,17501,1
1723623613,17589,1
1723623614,17605,1
1723623615,17641,1
1723623617,17701,1
1723623618,17729,1
1723623619,17753,1
1723623620,17769,1
1723623620,17773,1
1723623623,17849,1
1723623623,17853,1
1723623624,17861,1
1723623625,17885,1
1723623625,17897,1
1723623630,18005,1
1723623631,18029,1
1723623631,18045,1
1723623632,18057,1
1723623633,18089,1
1723623633,18097,1
1723623636,18165,1
1723623636,18169,1
1723623639,18245,1
1723623640,18249,1
1723623640,18261,1
1723623641,18289,1
1723623642,18297,1
1723623643,18329,1
1723623643,18337,1
1723623643,18341,1
1723623646,18401,1
1723623647,18441,1
1723623648,18453,1
1723623649,18497,1
1723623650,18509,1
1723623650,18517,1
1723623650,18525,1
1723623652,18573,1
1723623655,18641,1
1723623657,18701,1
1723623658,18725,1
1723623659,18753,1
1723623661,18785,1
1723623661,18801,1
1723623662,18829,1
1723623662,18833,1
1723623663,18837,1
1723623664,18877,1
1723623668,18961,1
1723623668,18981,1
1723623669,19001,1
1723623672,19065,1
1723623672,19085,1
1723623673,19109,1
1723623674,19125,1
1723623674,19129,1
1723623675,19161,1
1723623676,19173,1
1723623676,19177,1
1723623676,19185,1
1723623677,19197,1
1723623678,19233,1
1723623678,19245,1
1723623679,19249,1
1723623679,19265,1
1723623680,19277,1
1723623680,19281,1
1723623681,19305,1
1723623682,19329,1
1723623682,19337,1
1723623682,19349,1
1723623686,19429,1
1723623688,19489,1
1723623690,19537,1
1723623693,19613,1
1723623693,19621,1
1723623696,19685,1
1723623696,19697,1
1723623696,19705,1
1723623697,19709,1
1723623699,19785,1
1723623703,19881,1
1723623704,19893,1
1723623706,19945,1
1723623707,19977,1
1723623708,20009,1
1723623709,20013,1
1723623709,20025,1
1723623709,20033,1
1723623710,20037,1
1723623712,20093,1
1723623713,20125,1
1723623717,20213,1
1723623718,20237,1
1723623718,20249,1
1723623719,20277,1
1723623721,20329,1
1723623722,20337,1
1723623722,20341,1
1723623723,20369,1
1723623726,20441,1
1723623728,20505,1
1723623729,20533,1
1723623730,20553,1
1723623730,20557,1
1723623731,20581,1
1723623733,20633,1
1723623734,20641,1
1723623735,20665,1
1723623739,20769,1
1723623740,20789,1
1723623742,20841,1
1723623742,20857,1
1723623745,20929,1
1723623747,20961,1
1723623750,21053,1
1723623751,21065,1
1723623751,21069,1
1723623751,21085,1
1723623752,21089,1
1723623752,21105,1
1723623755,21177,1
1723623756,21193,1
1723623760,21285,1
1723623762,21337,1
1723623764,21401,1
1723623766,21445,1
1723623769,21509,1
1723623769,21521,1
1723623771,21565,1
1723623771,21569,1
1723623771,21581,1
1723623774,21649,1
1723623775,21665,1
1723623778,21745,1
1723623778,21753,1
1723623780,21809,1
1723623781,21829,1
1723623783,21885,1
1723623783,21889,1
1723623784,21897,1
1723623784,21917,1
1723623789,22029,1
1723623790,22065,1
1723623791,22093,1
1723623792,22109,1
1723623793,22133,1
1723623794,22157,1
1723623795,22177,1
1723623795,22189,1
1723623795,22197,1
1723623798,22257,1
1723623799,22293,1
1723623800,22325,1
1723623803,22393,1
1723623804,22413,1
1723623804,22421,1
1723623804,22433,1
1723623806,22469,1
1723623806,22477,1
1723623807,22501,1
1723623809,22549,1
1723623810,22569,1
1723623811,22609,1
1723623813,22649,1
1723623813,22657,1
1723623816,22717,1
1723623818,22761,1
1723623818,22769,1
1723623819,22785,1
1723623821,22833,1
1723623821,22845,1
1723623826,22981,1
1723623828,23009,1
1723623828,23021,1
1723623829,23037,1
1723623831,23093,1
1723623833,23137,1
1723623834,23165,1
1723623835,23193,1
1723623836,23233,1
1723623837,23245,1
1723623837,23265,1
1723623838,23285,1
1723623839,23309,1
1723623841,23357,1
1723623841,23361,1
1723623844,23429,1
1723623845,23441,1
1723623846,23469,1
1723623847,23517,1
1723623850,23577,1
1723623850,23585,1
1723623851,23613,1
1723623853,23653,1
1723623854,23685,1
1723623854,23693,1
1723623855,23701,1
1723623855,23721,1
1723623857,23757,1
1723623858,23797,1
1723623859,23801,1
1723623860,23841,1
1723623861,23857,1
1723623861,23861,1
1723623864,23937,1
1723623865,23957,1
1723623865,23965,1
1723623865,23969,1
1723623866,23981,1
1723623867,24017,1
1723623870,24089,1
1723623873,24169,1
1723623874,24189,1
1723623875,24225,1
1723623876,24249,1
1723623876,24253,1
1723623877,24257,1
1723623877,24269,1
1723623877,24281,1
1723623880,24337,1
1723623881,24369,1
1723623884,24437,1
1723623884,24441,1
1723623884,24457,1
1723623885,24477,1
1723623886,24505,1
1723623888,24541,1
1723623888,24549,1
1723623890,24589,1
1723623890,24613,1
1723623891,24621,1
1723623892,24645,1
1723623892,24653,1
1723623892,24661,1
1723623894,24709,1
1723623894,24717,1
1723623895,24725,1
1723623898,24817,1
1723623899,24833,1
1723623900,24853,1
1723623900,24865,1
1723623903,24929,1
1723623905,24969,1
1723623905,24973,1
1723623905,24981,1
1723623906,25005,1
1723623907,25029,1
1723623908,25057,1
1723623909,25077,1
1723623910,25105,1
1723623911,25129,1
1723623913,25181,1
1723623914,25209,1
1723623917,25285,1
1723623920,25365,1
1723623921,25377,1
1723623921,25393,1
1723623922,25397,1
1723623923,25425,1
1723623926,25493,1
1723623927,25537,1
1723623929,25581,1
1723623930,25609,1
1723623931,25633,1
1723623935,25729,1
1723623939,25821,1
1723623940,25857,1
1723623943,25917,1
1723623943,25921,1
1723623944,25949,1
1723623944,25965,1
1723623946,26017,1
1723623947,26021,1
1723623948,26061,1
1723623949,26077,1
1723623950,26109,1
1723623950,26113,1
1723623951,26129,1
1723623952,26165,1
1723623952,26169,1
1723623954,26209,1
1723623954,26213,1
1723623954,26217,1
1723623956,26249,1
1723623956,26265,1
1723623959,26329,1
1723623960,26361,1
1723623963,26425,1
1723623963,26441,1
1723623964,26449,1
1723623964,26453,1
1723623964,26465,1
1723623966,26501,1
1723623966,26505,1
1723623967,26541,1
1723623968,26553,1
1723623969,26593,1
1723623970,26613,1
1723623974,26725,1
1723623976,26757,1
1723623977,26793,1
1723623977,26801,1
1723623978,26817,1
1723623979,26841,1
1723623979,26853,1
1723623980,26881,1
1723623981,26893,1
1723623982,26913,1
1723623982,26925,1
1723623982,26929,1
1723623983,26957,1
1723623984,26973,1
1723623985,26989,1
1723623986,27029,1
1723623986,27033,1
1723623988,27081,1
1723623989,27097,1
1723623990,27125,1
1723623991,27141,1
1723623992,27185,1
1723623994,27233,1
1723623997,27297,1
1723624000,27381,1
1723624001,27397,1
1723624003,27457,1
1723624004,27489,1
1723624005,27513,1
1723624006,27529,1
1723624006,27545,1
1723624008,27577,1
1723624008,27601,1
1723624009,27605,1
1723624009,27609,1
1723624011,27673,1
1723624012,27701,1
1723624013,27709,1
1723624014,27733,1
1723624015,27765,1
1723624015,27777,1
1723624016,27793,1
1723624016,27801,1
1723624018,27833,1
1723624019,27865,1
1723624019,27877,1
1723624021,27933,1
1723624022,27949,1
1723624023,27981,1
1723624024,27993,1
1723624025,28017,1
1723624028,28085,1
1723624028,28089,1
1723624028,28097,1
1723624031,28169,1
1723624031,28185,1
1723624032,28197,1
1723624034,28257,1
1723624035,28269,1
1723624035,28285,1
1723624036,28313,1
1723624039,28365,1
1723624039,28389,1
1723624042,28445,1
1723624043,28493,1
1723624044,28521,1
1723624046,28553,1
1723624047,28585,1
1723624047,28589,1
1723624048,28609,1
1723624049,28625,1
1723624051,28677,1
1723624051,28693,1
1723624054,28749,1
1723624055,28797,1
1723624055,28801,1
1723624056,28829,1
1723624058,28861,1
1723624059,28885,1
1723624060,28909,1
1723624061,28937,1
1723624061,28945,1
1723624062,28981,1
1723624063,28989,1
1723624063,28993,1
1723624066,29069,1
1723624066,29081,1
1723624067,29117,1
1723624070,29169,1
1723624071,29213,1
1723624072,29225,1
1723624073,29265,1
1723624076,29329,1
1723624077,29373,1
1723624078,29385,1
1723624080,29445,1
1723624081,29477,1
1723624082,29485,1
1723624082,29489,1
1723624083,29509,1
1723624083,29513,1
1723624084,29533,1
1723624084,29541,1
1723624085,29557,1
1723624085,29561,1
1723624085,29565,1
1723624087,29625,1
1723624088,29653,1
1723624088,29657,1
1723624089,29673,1
1723624089,29681,1
1723624091,29717,1
1723624091,29733,1
1723624092,29745,1
1723624096,29849,1
1723624096,29853,1
1723624097,29889,1
1723624098,29901,1
1723624098,29917,1
1723624099,29929,1
1723624101,29969,1
1723624101,29973,1
1723624101,29977,1
1723624101,29981,1
1723624102,29997,1

