wall_time,step,mean_ep_length
1723684003,15864,1
1723684005,15908,1
1723684006,15932,1
1723684007,15956,1
1723684010,16044,1
1723684012,16088,1
1723684012,16108,1
1723684014,16144,1
1723684014,16148,1
1723684016,16192,1
1723684016,16196,1
1723684017,16240,1
1723684018,16252,1
1723684019,16280,1
1723684019,16292,1
1723684020,16296,1
1723684020,16300,1
1723684027,16480,1
1723684028,16500,1
1723684028,16504,1
1723684029,16544,1
1723684038,16776,1
1723684041,16836,1
1723684042,16880,1
1723684043,16884,1
1723684043,16892,1
1723684043,16900,1
1723684044,16912,1
1723684044,16916,1
1723684044,16924,1
1723684048,17016,1
1723684048,17036,1
1723684049,17048,1
1723684050,17080,1
1723684052,17124,1
1723684053,17160,1
1723684054,17172,1
1723684054,17176,1
1723684055,17212,1
1723684056,17236,1
1723684058,17300,1
1723684059,17324,1
1723684060,17340,1
1723684061,17376,1
1723684062,17384,1
1723684063,17420,1
1723684064,17436,1
1723684064,17460,1
1723684065,17480,1
1723684068,17568,1
1723684069,17584,1
1723684070,17620,1
1723684073,17680,1
1723684074,17708,1
1723684075,17732,1
1723684075,17748,1
1723684075,17752,1
1723684078,17828,1
1723684078,17832,1
1723684079,17840,1
1723684080,17864,1
1723684080,17876,1
1723684084,17984,1
1723684085,18008,1
1723684086,18024,1
1723684086,18036,1
1723684088,18068,1
1723684088,18076,1
1723684090,18144,1
1723684091,18148,1
1723684093,18224,1
1723684094,18228,1
1723684094,18240,1
1723684095,18268,1
1723684096,18276,1
1723684097,18308,1
1723684097,18316,1
1723684097,18320,1
1723684100,18380,1
1723684101,18420,1
1723684102,18432,1
1723684103,18476,1
1723684104,18488,1
1723684104,18496,1
1723684104,18504,1
1723684106,18552,1
1723684109,18620,1
1723684111,18680,1
1723684112,18704,1
1723684113,18732,1
1723684114,18764,1
1723684115,18780,1
1723684116,18808,1
1723684116,18812,1
1723684116,18816,1
1723684118,18856,1
1723684121,18940,1
1723684122,18960,1
1723684122,18980,1
1723684125,19044,1
1723684126,19064,1
1723684127,19088,1
1723684127,19104,1
1723684127,19108,1
1723684129,19140,1
1723684129,19152,1
1723684129,19156,1
1723684130,19164,1
1723684130,19176,1
1723684131,19212,1
1723684132,19224,1
1723684132,19228,1
1723684133,19244,1
1723684133,19256,1
1723684133,19260,1
1723684134,19284,1
1723684135,19308,1
1723684135,19316,1
1723684136,19328,1
1723684139,19408,1
1723684141,19468,1
1723684143,19516,1
1723684146,19592,1
1723684146,19600,1
1723684149,19664,1
1723684149,19676,1
1723684149,19684,1
1723684150,19688,1
1723684152,19764,1
1723684156,19860,1
1723684156,19872,1
1723684158,19924,1
1723684160,19956,1
1723684161,19988,1
1723684161,19992,1
1723684162,20004,1
1723684162,20012,1
1723684162,20016,1
1723684164,20072,1
1723684165,20104,1
1723684169,20192,1
1723684170,20216,1
1723684170,20228,1
1723684171,20256,1
1723684173,20308,1
1723684174,20316,1
1723684174,20320,1
1723684175,20348,1
1723684178,20420,1
1723684180,20484,1
1723684181,20512,1
1723684182,20532,1
1723684182,20536,1
1723684183,20560,1
1723684185,20612,1
1723684185,20620,1
1723684186,20644,1
1723684190,20748,1
1723684191,20768,1
1723684193,20820,1
1723684194,20836,1
1723684197,20908,1
1723684198,20940,1
1723684202,21032,1
1723684202,21044,1
1723684202,21048,1
1723684203,21064,1
1723684203,21068,1
1723684203,21084,1
1723684206,21156,1
1723684207,21172,1
1723684210,21264,1
1723684212,21316,1
1723684215,21380,1
1723684216,21424,1
1723684219,21488,1
1723684219,21500,1
1723684221,21544,1
1723684221,21548,1
1723684222,21560,1
1723684224,21628,1
1723684225,21644,1
1723684228,21724,1
1723684229,21732,1
1723684231,21788,1
1723684231,21808,1
1723684234,21864,1
1723684234,21868,1
1723684234,21876,1
1723684235,21896,1
1723684239,22008,1
1723684240,22044,1
1723684241,22072,1
1723684242,22088,1
1723684243,22112,1
1723684244,22136,1
1723684245,22156,1
1723684245,22168,1
1723684245,22176,1
1723684248,22236,1
1723684249,22272,1
1723684250,22304,1
1723684253,22372,1
1723684254,22392,1
1723684254,22400,1
1723684255,22412,1
1723684256,22448,1
1723684257,22456,1
1723684258,22480,1
1723684259,22528,1
1723684260,22548,1
1723684262,22588,1
1723684263,22628,1
1723684264,22636,1
1723684266,22696,1
1723684268,22740,1
1723684268,22748,1
1723684269,22764,1
1723684271,22812,1
1723684271,22824,1
1723684276,22960,1
1723684277,22988,1
1723684278,23000,1
1723684278,23016,1
1723684281,23072,1
1723684282,23116,1
1723684283,23144,1
1723684284,23172,1
1723684286,23212,1
1723684286,23224,1
1723684287,23244,1
1723684288,23264,1
1723684289,23288,1
1723684290,23336,1
1723684290,23340,1
1723684293,23408,1
1723684293,23420,1
1723684294,23448,1
1723684296,23496,1
1723684299,23556,1
1723684299,23564,1
1723684300,23592,1
1723684301,23632,1
1723684303,23664,1
1723684303,23672,1
1723684303,23680,1
1723684304,23700,1
1723684305,23736,1
1723684307,23776,1
1723684307,23780,1
1723684309,23820,1
1723684309,23836,1
1723684309,23840,1
1723684312,23916,1
1723684313,23936,1
1723684313,23944,1
1723684313,23948,1
1723684314,23960,1
1723684315,23996,1
1723684318,24068,1
1723684321,24148,1
1723684322,24168,1
1723684323,24204,1
1723684324,24228,1
1723684324,24232,1
1723684325,24236,1
1723684325,24248,1
1723684325,24260,1
1723684328,24316,1
1723684329,24348,1
1723684332,24416,1
1723684332,24420,1
1723684332,24436,1
1723684333,24456,1
1723684334,24484,1
1723684336,24520,1
1723684336,24528,1
1723684338,24568,1
1723684339,24592,1
1723684339,24600,1
1723684340,24624,1
1723684340,24632,1
1723684341,24640,1
1723684342,24688,1
1723684343,24696,1
1723684343,24704,1
1723684346,24796,1
1723684347,24812,1
1723684348,24832,1
1723684348,24844,1
1723684351,24908,1
1723684352,24948,1
1723684352,24952,1
1723684353,24960,1
1723684354,24984,1
1723684355,25008,1
1723684356,25036,1
1723684356,25056,1
1723684358,25084,1
1723684358,25108,1
1723684360,25160,1
1723684361,25188,1
1723684364,25264,1
1723684368,25344,1
1723684368,25356,1
1723684369,25372,1
1723684369,25376,1
1723684370,25404,1
1723684373,25472,1
1723684374,25516,1
1723684376,25560,1
1723684377,25588,1
1723684378,25612,1
1723684381,25708,1
1723684385,25800,1
1723684386,25836,1
1723684389,25896,1
1723684389,25900,1
1723684390,25928,1
1723684390,25944,1
1723684392,25996,1
1723684392,26000,1
1723684394,26040,1
1723684395,26056,1
1723684396,26088,1
1723684396,26092,1
1723684396,26108,1
1723684398,26144,1
1723684398,26148,1
1723684400,26188,1
1723684400,26192,1
1723684400,26196,1
1723684401,26228,1
1723684402,26244,1
1723684404,26308,1
1723684405,26340,1
1723684408,26404,1
1723684408,26420,1
1723684409,26428,1
1723684409,26432,1
1723684409,26444,1
1723684411,26480,1
1723684411,26484,1
1723684412,26520,1
1723684413,26532,1
1723684414,26572,1
1723684415,26592,1
1723684419,26704,1
1723684421,26736,1
1723684422,26772,1
1723684423,26780,1
1723684423,26796,1
1723684424,26820,1
1723684425,26832,1
1723684426,26860,1
1723684426,26872,1
1723684427,26892,1
1723684427,26904,1
1723684427,26908,1
1723684428,26936,1
1723684429,26952,1
1723684430,26968,1
1723684431,27008,1
1723684431,27012,1
1723684433,27060,1
1723684434,27076,1
1723684435,27104,1
1723684436,27120,1
1723684437,27164,1
1723684439,27212,1
1723684442,27276,1
1723684445,27360,1
1723684446,27376,1
1723684448,27436,1
1723684449,27468,1
1723684450,27492,1
1723684450,27508,1
1723684451,27524,1
1723684452,27556,1
1723684453,27580,1
1723684453,27584,1
1723684453,27588,1
1723684456,27652,1
1723684457,27680,1
1723684457,27688,1
1723684458,27712,1
1723684459,27744,1
1723684460,27756,1
1723684460,27772,1
1723684462,27812,1
1723684463,27844,1
1723684464,27856,1
1723684466,27912,1
1723684466,27928,1
1723684468,27960,1
1723684468,27972,1
1723684469,27996,1
1723684472,28064,1
1723684472,28068,1
1723684472,28076,1
1723684475,28148,1
1723684475,28164,1
1723684476,28176,1
1723684478,28236,1
1723684478,28248,1
1723684479,28264,1
1723684480,28292,1
1723684482,28344,1
1723684483,28368,1
1723684485,28424,1
1723684487,28472,1
1723684488,28500,1
1723684490,28532,1
1723684491,28564,1
1723684491,28568,1
1723684492,28588,1
1723684492,28604,1
1723684494,28656,1
1723684495,28672,1
1723684497,28728,1
1723684499,28776,1
1723684499,28780,1
1723684500,28808,1
1723684501,28840,1
1723684502,28864,1
1723684503,28888,1
1723684504,28916,1
1723684505,28924,1
1723684506,28960,1
1723684506,28968,1
1723684506,28972,1
1723684509,29048,1
1723684510,29060,1
1723684511,29096,1
1723684513,29148,1
1723684515,29192,1
1723684515,29204,1
1723684517,29244,1
1723684519,29308,1
1723684521,29352,1
1723684522,29364,1
1723684524,29424,1
1723684525,29456,1
1723684525,29464,1
1723684526,29468,1
1723684526,29488,1
1723684527,29492,1
1723684527,29512,1
1723684528,29520,1
1723684528,29536,1
1723684528,29540,1
1723684529,29544,1
1723684531,29604,1
1723684532,29632,1
1723684532,29636,1
1723684533,29652,1
1723684533,29660,1
1723684534,29696,1
1723684535,29712,1
1723684536,29724,1
1723684540,29828,1
1723684540,29832,1
1723684541,29868,1
1723684541,29880,1
1723684542,29896,1
1723684543,29908,1
1723684544,29948,1
1723684544,29952,1
1723684544,29956,1
1723684544,29960,1
1723684545,29980,1
1723684546,30000,1
